across_km,n_events,strain_median,strain_q25,strain_q75,speed_median
0.375,9,0.0022636817593844278,0.002225502633694759,0.0023005700080918384,23.59880655232683
0.625,520,0.00224237123166817,0.002204716498482093,0.002278308846358853,22.49950090353928
0.875,10,0.0022120307804718024,0.002175504850006606,0.002246942967944099,21.42072385101948
1.125,5,0.0021738583566170634,0.002137628460068478,0.002207191886987998,20.38501366493505
1.375,18,0.002127386966784918,0.0020939741024497065,0.002159700814786776,19.348689080244405
1.625,95,0.002075911484203042,0.0020441321838649195,0.0021085151673428176,18.3594148520309
1.875,11,0.002019078552155732,0.0019865551671983377,0.002049436239231979,17.387986688209345
2.125,15,0.0019547301478037645,0.0019243010320651045,0.001985976597433194,16.44633937551859
2.375,18,0.001888202940263789,0.0018572987241927323,0.0019182170905784023,15.568808304187861
2.625,95,0.0018178346803965802,0.001786952117813061,0.0018461392168380116,14.709612299254378
2.875,88,0.0017432359909506196,0.0017135846173058622,0.0017722477698617087,13.897803135037062
3.125,184,0.0016692358418078951,0.0016377189125659165,0.0016968740592011933,13.128143451762229
3.375,214,0.0015917765569601556,0.0015618593313508626,0.00162060461574602,12.390364235995937
3.625,55,0.0015161014979123352,0.0014851681785926843,0.0015426611921437415,11.71507831117706
3.875,6,0.0014374230926210364,0.0014092978571964435,0.0014663104881014089,11.06793749318626
4.125,2,0.0013620433084059415,0.0013340787398566606,0.0013905795723243408,10.478471289710633
4.375,2,0.001288097651118189,0.0012588494388443543,0.0013190837846092018,9.918650055094734
4.625,10,0.0012162473889664664,0.0011856118872572846,0.001244058924548369,9.400706353279434
4.875,9,0.0011464262200002687,0.001114879476923579,0.0011729872588459517,8.925459114425113
5.125,3,0.0010774973605873251,0.001046840307530266,0.0011061294714494615,8.479617618318953
5.375,3,0.0010115213328363308,0.0009813968183072612,0.0010418870131119065,8.080141259173228
5.625,2,0.0009490265374663808,0.0009206035739721153,0.0009802869042286266,7.709948794145004
5.875,0,0.0008891217844357706,0.0008608852710184716,0.0009203990409298631,7.365960301904731
6.125,0,0.0008335803280928527,0.0008071168712867892,0.0008653539761053652,7.057752367067787
6.375,6,0.0007806390581244663,0.0007541687456527331,0.0008128314812859818,6.7614523429846445
6.625,6,0.0007292823585205998,0.0007060985847496456,0.0007640529916971799,6.517335698015975
6.875,0,0.0006828926335769834,0.0006608768409351229,0.0007179803870186509,6.287416256170883
7.125,0,0.000638988644779112,0.0006178826593862741,0.0006767631576567482,6.0662934082913775
7.375,0,0.0005971683507665496,0.0005784086063097954,0.000637672745661468,5.874031717563467
7.625,0,0.0005594950171790309,0.0005407196160676495,0.0005959999079727748,5.700301007490888
7.875,0,0.0005224063380607582,0.0005045540421422367,0.0005667327121393387,5.55674945581762
